Column1
0.995255649
1.126307487
0.846248984
0.828772128
0.75055331
1.010983706
0.806776702
0.891400933
0.774007857
0.647182584
0.715348542
0.594318628
0.854573429
0.883529186
0.89719522
0.936435342
0.861734867
0.839765668
0.983872056
1.366097808
1.009628534
0.970896125
0.818630099
0.761666715
0.854372621
0.899927795
0.959536016
1.018305063
0.970915675
1.15950799
1.138755083
1.219155192
1.25488925
1.395123601
1.571271896
1.440915942
1.531915188
1.694822073
1.983319759
2.025123596
2.158438683
2.10532999
2.160382271
2.086659431
2.16594553
2.322175503
2.482425451
2.413730621
2.747349739
2.82299757
2.740963697
2.932482004
2.910861731
3.090871096
2.599951744
2.532617331
2.361912489
2.293542385
2.286270857
2.079450846
2.189957142
2.151719809
2.142793655
2.069181442
1.983945489
2.119332552
1.845832705
1.677613974
1.595248699
1.43021369
1.36245811
1.436684966
1.296455741
1.331310511
1.37579596
1.277924061
1.203533411
1.045699239
1.142413735
1.158581734
1.033685446
1.046750188
0.959846556
0.900997221
0.946247816
0.903577268
0.85852772
0.830611348
1.13715291
1.114882946
1.324570179
1.363191724
1.464381099
1.03754127
0.999952257
1.05340755
1.213197351
1.253024697
1.324390888
1.448866844
1.29665184
