ra,dec,lii,bii,day,month,year,mjd,mit_time,jpl_time,t_acc,nu,nu_error,nu_dot,nu_dot_error,period,period_dot,dm,dm_flag,dm_dot,delay,note_number
83.63322,22.01446,184.55755,-5.78427,15,DEC,1996,50432,,0.014602,100,29.88219156,2E-10,-3.75595E-10,6.2E-16, 0.0334647477,4.20625E-13,56.817,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,1997,50463,,0.022735,1000,29.88118567,2.5E-09,-3.75573E-10,6.62E-15, 0.0334658742,4.20629E-13,56.817,Y,, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,1997,50494,,0.00319,300,29.8801798,8E-10,-3.75514E-10,2.68E-15, 0.0334670008,4.20591E-13,56.821,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,1997,50522,,0.000436,100,29.87927132,2E-10,-3.75525E-10,6.4E-16, 0.0334680183,4.20629E-13,56.821,Y,, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,1997,50553,,0.021202,150,29.87826557,5E-10,-3.75495E-10,1.41E-15, 0.0334691449,4.20624E-13,56.813,Y,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,1997,50583,,0.020901, 75,29.87729233,1E-10,-3.75458E-10,4.2E-16, 0.0334702352,4.20609E-13,56.813,Y,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,1997,50614,,0.018619, 50,29.87628674,1E-10,-3.75434E-10,3E-16, 0.0334713617,4.20611E-13,56.813,Y,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUL,1997,50644,,0.015846, 40,29.87531365,1E-10,-3.75404E-10,4.3E-16, 0.0334724519,4.20604E-13,56.808,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,1997,50675,,0.030328, 50,29.8743082,1E-10,-3.75377E-10,3E-16, 0.0334735785,4.20603E-13,56.8,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,1997,50706,,0.007427, 75,29.87330284,1E-10,-3.75349E-10,3.8E-16, 0.0334747050,4.20599E-13,56.799,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,1997,50736,,0.004211,900,29.87232994,2.4E-09,-3.7536E-10,5.72E-15, 0.0334757952,4.2064E-13,56.799,Y,, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,1997,50767,,0.025948,200,29.87132475,4E-10,-3.75292E-10,1.33E-15, 0.0334769217,4.20591E-13,56.921,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,1997,50797,,0.023375,100,29.87035202,1E-10,-3.75274E-10,2.3E-16, 0.0334780119,4.20598E-13,56.902,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,1998,50828,,0.025957,350,29.86934697,4E-10,-3.75266E-10,1E-15, 0.0334791384,4.20618E-13,56.91,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,1998,50859,,0.027725,200,29.86834194,4E-10,-3.75225E-10,1.02E-15, 0.0334802649,4.206E-13,56.89,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,1998,50887,,0.000113,120,29.86743422,2E-10,-3.75193E-10,5.5E-16, 0.0334812824,4.2059E-13,56.867,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,1998,50918,,0.031273,150,29.86642934,3E-10,-3.7516E-10,8.6E-16, 0.0334824089,4.20582E-13,56.855,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,1998,50948,,0.010362, 75,29.86545695,1E-10,-3.75143E-10,3.4E-16, 0.0334834991,4.2059E-13,56.82,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,1998,50979,,0.032572, 50,29.86445223,1E-10,-3.75099E-10,3.5E-16, 0.0334846255,4.20569E-13,56.82,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUL,1998,51009,,0.027551, 75,29.86348,2E-10,-3.75069E-10,4.3E-16, 0.0334857157,4.20563E-13,56.812,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,1998,51040,,0.009687, 50,29.86247545,1E-10,-3.75049E-10,2.9E-16, 0.0334868421,4.20568E-13,56.812,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,1998,51071,,0.008999,100,29.86147096,1E-10,-3.75029E-10,3.2E-16, 0.0334879685,4.20574E-13,56.793,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,1998,51101,,0.009555,200,29.86049895,2E-10,-3.74984E-10,5.1E-16, 0.0334890586,4.20551E-13,56.795,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,1998,51132,,0.030385,180,29.85949462,2E-10,-3.74957E-10,7.1E-16, 0.0334901850,4.20549E-13,56.788,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,1998,51162,,0.013151,130,29.85852276,2E-10,-3.74943E-10,5.6E-16, 0.0334912751,4.20561E-13,56.8,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,1999,51193,,0.030096, 70,29.85751856,1E-10,-3.74904E-10,3.3E-16, 0.0334924015,4.20545E-13,56.783,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,1999,51224,,0.030413, 80,29.85651444,2E-10,-3.74887E-10,7.6E-16, 0.0334935279,4.20555E-13,56.825,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,1999,51252,,0.005615,120,29.85560755,1E-10,-3.7486E-10,4.4E-16, 0.0334945453,4.20549E-13,56.81,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,1999,51283,,0.014566, 60,29.85460359,2E-10,-3.7482E-10,5.4E-16, 0.0334956717,4.20533E-13,56.794,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,1999,51313,,0.000019, 45,29.8536321,1E-10,-3.74787E-10,2.6E-16, 0.0334967617,4.20523E-13,56.783,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,1999,51344,,0.003376, 70,29.85262828,1E-10,-3.74774E-10,5.5E-16, 0.0334978880,4.20537E-13,56.784,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUL,1999,51374,,0.01732,100,29.85165692,2E-10,-3.74732E-10,4.8E-16, 0.0334989781,4.20518E-13,56.773,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,1999,51405,,0.024869, 60,29.85065326,1E-10,-3.74714E-10,2.7E-16, 0.0335001044,4.20526E-13,56.776,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,1999,51436,,0.002755,140,29.84964968,3E-10,-3.74677E-10,9.5E-16, 0.0335012307,4.20513E-13,56.767,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,1999,51466,,0.02076,400,29.84867858,4E-10,-3.74701E-10,8.6E-16, 0.0335023206,4.20566E-13,56.755,,, 100,14
83.63322,22.01446,184.55755,-5.78427,15,NOV,1999,51497,,0.026928,100,29.84767511,2E-10,-3.74629E-10,7.1E-16, 0.0335034470,4.20514E-13,56.761,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,1999,51527,,0.011871, 60,29.84670409,1E-10,-3.74613E-10,3.7E-16, 0.0335045369,4.20523E-13,56.768,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2000,51558,,0.026218,150,29.84570078,3E-10,-3.74568E-10,8.4E-16, 0.0335056633,4.20501E-13,56.758,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2000,51589,,0.01135,150,29.84469756,3E-10,-3.74546E-10,8.8E-16, 0.0335067895,4.20504E-13,56.759,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2000,51618,,0.027688, 50,29.84375911,1E-10,-3.74529E-10,2.6E-16, 0.0335078432,4.20512E-13,56.765,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,2000,51649,,0.025612, 90,29.84275603,2E-10,-3.74507E-10,5.2E-16, 0.0335089694,4.20516E-13,56.764,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,2000,51679,,0.005394, 80,29.84178535,1E-10,-3.7447E-10,4.1E-16, 0.0335100594,4.20501E-13,56.754,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2000,51710,,0.014569,100,29.84078241,2E-10,-3.74441E-10,5.6E-16, 0.0335111857,4.20498E-13,56.768,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUL,2000,51740,,0.007952, 40,29.83981189,5E-10,-3.74418E-10,8.1E-16, 0.0335122756,4.20499E-13,56.768,,, 100,15
83.63322,22.01446,184.55755,-5.78427,15,AUG,2000,51771,,0.015517,4000,29.83880914,2.1E-09,-3.7449E-10,2.3E-15, 0.0335134018,4.20608E-13,56.767,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,2000,51802,,0.001922, 40,29.83780634,9E-10,-3.7439E-10,1.72E-15, 0.0335145281,4.20523E-13,56.767,,, 100,16
83.63322,22.01446,184.55755,-5.78427,15,OCT,2000,51832,,0.020611,160,29.83683595,2E-10,-3.7438E-10,3.3E-16, 0.0335156181,4.20539E-13,56.766,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2000,51863,,0.001004, 60,29.83583327,1E-10,-3.7434E-10,3.7E-16, 0.0335167445,4.20523E-13,56.773,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,2000,51893,,0.022104, 75,29.83486302,1E-10,-3.74308E-10,3.5E-16, 0.0335178345,4.20515E-13,56.778,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2001,51924,,0.003678,100,29.83386052,1E-10,-3.74288E-10,4E-16, 0.0335189608,4.2052E-13,56.776,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2001,51955,,0.020124, 60,29.83285807,1E-10,-3.74257E-10,3.7E-16, 0.0335200871,4.20514E-13,56.77,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2001,51983,,0.017119,160,29.83195269,2E-10,-3.74239E-10,6.1E-16, 0.0335211044,4.20519E-13,56.774,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,2001,52014,,0.025925,200,29.83095036,2E-10,-3.74214E-10,1.2E-15, 0.0335222307,4.20519E-13,56.776,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,2001,52044,,0.015819, 60,29.82998044,1E-10,-3.74186E-10,2.8E-16, 0.0335233207,4.20515E-13,56.77,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2001,52075,,0.032851,120,29.82897828,3E-10,-3.74149E-10,1.39E-15, 0.0335244469,4.20501E-13,56.78,,, 100,17
83.63322,22.01446,184.55755,-5.78427,15,JUL,2001,52105,,0.016623,500,29.82800869,6E-10,-3.74224E-10,1.9E-15, 0.0335255367,4.20613E-13,56.783,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2001,52136,,0.040052,100,29.82700651,2E-10,-3.74156E-10,7.3E-16, 0.0335266632,4.20566E-13,56.774,,, 100,18
83.63322,22.01446,184.55755,-5.78427,15,SEP,2001,52167,,0.026646, 60,29.82600447,4E-10,-3.74131E-10,7.2E-16, 0.0335277895,4.20566E-13,56.763,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,2001,52197,,0.066574,150,29.82503473,3E-10,-3.74113E-10,9.3E-16, 0.0335288796,4.20573E-13,56.765,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2001,52228,,0.060946,100,29.82403276,3E-10,-3.74079E-10,9.4E-16, 0.0335300061,4.20562E-13,56.777,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,2001,52258,,0.083361,200,29.82306319,4E-10,-3.7405E-10,9.7E-16, 0.0335310962,4.20557E-13,56.783,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2002,52289,,0.090366,100,29.82206137,4E-10,-3.74018E-10,8.7E-16, 0.0335322226,4.20549E-13,56.793,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2002,52320,,0.068878, 40,29.82105965,8E-10,-3.73987E-10,2.7E-16, 0.0335333490,4.20543E-13,56.762,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2002,52348,,0.030817, 80,29.82015493,2E-10,-3.73961E-10,5E-16, 0.0335343664,4.20539E-13,56.769,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,2002,52379,,0.010814,150,29.81915332,3E-10,-3.73941E-10,9.5E-16, 0.0335354928,4.20545E-13,56.769,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,2002,52409,,0.001545,270,29.8181841,2E-10,-3.73906E-10,5.4E-16, 0.0335365828,4.20533E-13,56.777,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2002,52440,,0.030329,100,29.81718266,2E-10,-3.73874E-10,4.9E-16, 0.0335377092,4.20525E-13,56.761,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUL,2002,52470,,0.012148,150,29.8162136,2E-10,-3.73863E-10,4.1E-16, 0.0335387992,4.2054E-13,56.764,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2002,52501,,0.027142,1000,29.81521232,0.000000001,-3.73842E-10,2.61E-15, 0.0335399255,4.20545E-13,56.76,,, 100,19
83.63322,22.01446,184.55755,-5.78427,15,SEP,2002,52532,,0.002024,1000,29.81421104,1E-10,-3.7381E-10,3.5E-16, 0.0335410519,4.20537E-13,56.762,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,2002,52562,,0.024215,200,29.81324216,3E-10,-3.73777E-10,8.7E-16, 0.0335421419,4.20527E-13,56.77,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2002,52593,,0.018591,300,29.8122411,4E-10,-3.73759E-10,1.2E-15, 0.0335432682,4.20535E-13,56.76,,, 100,20
83.63322,22.01446,184.55755,-5.78427,15,DEC,2002,52623,,0.038132,100,29.81127235,2E-10,-3.73736E-10,4E-16, 0.0335443583,4.20537E-13,56.765,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2003,52654,,0.059703,100,29.81027139,2E-10,-3.73698E-10,5.1E-16, 0.0335454846,4.20522E-13,56.77,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2003,52685,,0.076659,150,29.80927051,2E-10,-3.73661E-10,5.1E-16, 0.0335466109,4.20508E-13,56.77,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2003,52713,,0.015863,150,29.80836658,5E-10,-3.73632E-10,1.35E-15, 0.0335476282,4.20501E-13,56.77,Y,, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,2003,52744,,0.020428,100,29.80736585,3E-10,-3.73616E-10,6.8E-16, 0.0335487545,4.20512E-13,56.77,Y,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,2003,52774,,0.011824, 60,29.80639747,2E-10,-3.73591E-10,5E-16, 0.0335498445,4.20511E-13,56.77,Y,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2003,52805,,0.012112, 70,29.80539689,1E-10,-3.73558E-10,3.9E-16, 0.0335509708,4.20502E-13,56.769,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JLY,2003,52835,,0.015805,150,29.80442865,1E-10,-3.73538E-10,4E-16, 0.0335520607,4.20507E-13,56.765,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2003,52866,,0.018825,200,29.80342823,2E-10,-3.73502E-10,4.9E-16, 0.0335531870,4.20495E-13,56.76,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,2003,52897,,0.002531, 90,29.80242787,1E-10,-3.73485E-10,3E-16, 0.0335543132,4.20503E-13,56.76,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,2003,52927,,0.019997, 70,29.80145987,1E-10,-3.73441E-10,1.8E-16, 0.0335554031,4.20481E-13,56.757,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2003,52958,,0.031958, 80,29.80045968,1E-10,-3.73416E-10,2.7E-16, 0.0335565294,4.20482E-13,56.757,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,2003,52988,,0.027649,150,29.79949182,2E-10,-3.73381E-10,5E-16, 0.0335576192,4.20469E-13,56.758,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2004,53019,,0.006278,190,29.79849178,2E-10,-3.73364E-10,4.6E-16, 0.0335587454,4.20479E-13,56.749,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2004,53050,,0.032628,100,29.79749181,2E-10,-3.73335E-10,4.5E-16, 0.0335598716,4.20474E-13,56.753,,, 100,
83.63322,22.01446,184.55755,-5.78427, 7,MAR,2004,53071,,0.010486,200,29.79682007,3.6E-09,-3.75351E-10,4.69E-14, 0.0335606282,4.22764E-13,56.752,,, 100,21
83.63322,22.01446,184.55755,-5.78427,15,MAR,2004,53079,,0.032525,170,29.79656062,1.3E-09,-3.751E-10,1.112E-14, 0.0335609204,4.22488E-13,56.751,,, 100,
83.63322,22.01446,184.55755,-5.78427,26,MAR,2004,53090,,0.003209,190,29.79620439,1.3E-09,-3.74519E-10,9.71E-15, 0.0335613217,4.21844E-13,56.749,,, 100,
83.63322,22.01446,184.55755,-5.78427, 5,APR,2004,53100,,0.008622, 80,29.79588095,9E-10,-3.74141E-10,8.27E-15, 0.0335616860,4.21427E-13,56.75,,, 100,22
83.63322,22.01446,184.55755,-5.78427,15,APR,2004,53110,,0.024904,100,29.79555779,9E-10,-3.73928E-10,8.08E-15, 0.0335620500,4.21196E-13,56.746,,, 100,
83.63322,22.01446,184.55755,-5.78427,25,APR,2004,53120,,0.011945, 60,29.79523481,5E-10,-3.73709E-10,4.1E-15, 0.0335624138,4.20959E-13,56.75,,, 100,
83.63322,22.01446,184.55755,-5.78427, 8,MAY,2004,53133,,0.0034, 30,29.79481512,8.5E-09,-3.73586E-10,2.85E-15, 0.0335628866,4.20832E-13,56.75,Y,, 100,
83.63322,22.01446,184.55755,-5.78427,22,MAY,2004,53147,,0.007258, 70,29.7943633,4E-10,-3.73514E-10,1.49E-15, 0.0335633955,4.20764E-13,56.744,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2004,53171,,0.01518,100,29.79358886,2E-10,-3.73442E-10,7E-16, 0.0335642680,4.20705E-13,56.75,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JLY,2004,53201,,0.052817, 80,29.79262095,1E-10,-3.73399E-10,3E-16, 0.0335653584,4.20684E-13,56.74,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2004,53232,,0.065124,150,29.79162088,2E-10,-3.73361E-10,6.3E-16, 0.0335664852,4.20669E-13,56.742,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,2004,53263,,0.021234,200,29.79062103,3E-10,-3.7334E-10,6.2E-16, 0.0335676117,4.20674E-13,56.742,Y,, 100,23
83.63322,22.01446,184.55755,-5.78427,15,OCT,2004,53293,,0.101225,130,29.78965339,1E-10,-3.73297E-10,1.3E-16, 0.0335687021,4.20653E-13,56.743,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2004,53324,,0.111532,300,29.78865359,4E-10,-3.73261E-10,1.27E-15, 0.0335698288,4.2064E-13,56.743,Y,, 100,24
83.63322,22.01446,184.55755,-5.78427,15,DEC,2004,53354,,0.137112, 90,29.78768611,1E-10,-3.73237E-10,3.5E-16, 0.0335709191,4.2064E-13,56.743,Y,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2005,53385,,0.011173,110,29.78668648,3E-10,-3.732E-10,6.6E-16, 0.0335720457,4.20627E-13,56.743,Y,, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2005,53416,,0.162974,130,29.78568695,1E-10,-3.73173E-10,3.7E-16, 0.0335731723,4.20625E-13,56.738,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2005,53444,,0.033023,100,29.78478418,1E-10,-3.73158E-10,2.3E-16, 0.0335741899,4.20633E-13,56.736,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,2005,53475,,0.183287,110,29.78378479,1E-10,-3.73107E-10,2.4E-16, 0.0335753165,4.20604E-13,56.734,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,2005,53505,,0.222891, 80,29.7828177,1E-10,-3.73098E-10,2E-16, 0.0335764067,4.20621E-13,56.734,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2005,53536,,0.031611,200,29.78181845,2E-10,-3.73045E-10,7.1E-16, 0.0335775333,4.2059E-13,56.741,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JLY,2005,53566,,0.021378,110,29.78085154,1E-10,-3.73039E-10,3.2E-16, 0.0335786235,4.2061E-13,56.738,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2005,53597,,0.029626, 90,29.77985245,1E-10,-3.72992E-10,2.5E-16, 0.0335797500,4.20586E-13,56.738,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,2005,53628,,0.031767,140,29.77885345,1E-10,-3.72972E-10,2.5E-16, 0.0335808765,4.20591E-13,56.742,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,2005,53658,,0.022656, 90,29.77788674,1E-10,-3.7294E-10,3E-16, 0.0335819667,4.20583E-13,56.741,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2005,53689,,0.016803, 90,29.77688788,1E-10,-3.72925E-10,2.2E-16, 0.0335830932,4.20593E-13,56.743,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,2005,53719,,0.026788,100,29.77592131,1E-10,-3.72887E-10,2.5E-16, 0.0335841833,4.20578E-13,56.749,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2006,53750,,0.020341, 50,29.77492263,1E-10,-3.72855E-10,2.2E-16, 0.0335853098,4.2057E-13,56.751,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2006,53781,,0.00652,140,29.77392401,1E-10,-3.72824E-10,4.1E-16, 0.0335864362,4.20563E-13,56.753,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2006,53809,,0.005391,190,29.77302213,2E-10,-3.72782E-10,4.3E-16, 0.0335874536,4.20541E-13,56.749,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,2006,53840,,0.027602,110,29.77202367,2E-10,-3.72768E-10,6.4E-16, 0.0335885800,4.20554E-13,56.745,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,2006,53870,,0.021066,130,29.77105751,1E-10,-3.72742E-10,3.1E-16, 0.0335896701,4.20552E-13,56.745,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2006,53901,,0.004464,110,29.77005922,1E-10,-3.72701E-10,3.9E-16, 0.0335907965,4.20534E-13,56.747,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JLY,2006,53931,,0.020193,160,29.76909321,1E-10,-3.72675E-10,3.5E-16, 0.0335918865,4.20532E-13,56.751,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2006,53962,,0.002103, 40,29.76809508,1E-10,-3.72644E-10,3.7E-16, 0.0335930128,4.20525E-13,56.754,,, 100,25
83.63322,22.01446,184.55755,-5.78427,15,SEP,2006,53993,,0.011812,120,29.76709714,1E-10,-3.72648E-10,3.8E-16, 0.0335941390,4.20558E-13,56.754,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,2006,54023,,0.010504,100,29.76613131,1E-10,-3.72602E-10,2.7E-16, 0.0335952291,4.20533E-13,56.765,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2006,54054,,0.022375, 80,29.76513338,1E-10,-3.7257E-10,2.1E-16, 0.0335963554,4.20525E-13,56.773,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,2006,54084,,0.016572,150,29.76416769,2E-10,-3.72543E-10,5.1E-16, 0.0335974454,4.20523E-13,56.773,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2007,54115,,0.033009, 70,29.76316992,1E-10,-3.72512E-10,2.2E-16, 0.0335985717,4.20516E-13,56.769,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2007,54146,,0.026449,100,29.76217224,2E-10,-3.72475E-10,4.8E-16, 0.0335996980,4.20502E-13,56.759,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2007,54174,,0.020652,120,29.7612712,2E-10,-3.72456E-10,4.2E-16, 0.0336007153,4.20506E-13,56.758,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,2007,54205,,0.025473,160,29.76027366,2E-10,-3.72429E-10,4.5E-16, 0.0336018415,4.20503E-13,56.759,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,2007,54235,,0.014843, 90,29.75930839,1E-10,-3.72385E-10,2.3E-16, 0.0336029315,4.20481E-13,56.7556,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2007,54266,,0.018057,160,29.75831102,2E-10,-3.72356E-10,5.4E-16, 0.0336040577,4.20477E-13,56.7574,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JLY,2007,54296,,0.006286, 80,29.7573459,1E-10,-3.72328E-10,2.2E-16, 0.0336051476,4.20472E-13,56.7586,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2007,54327,,0.013109,140,29.75634871,2E-10,-3.72284E-10,4.4E-16, 0.0336062737,4.2045E-13,56.763,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,2007,54358,,0.010645, 80,29.75535162,1E-10,-3.72254E-10,3E-16, 0.0336073999,4.20445E-13,56.7656,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,2007,54388,,0.012919,160,29.75438675,2E-10,-3.72242E-10,4.4E-16, 0.0336084897,4.20459E-13,56.7658,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2007,54419,,0.001731,100,29.7533898,2E-10,-3.72196E-10,4.3E-16, 0.0336096158,4.20435E-13,56.7665,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,2007,54449,,0.03224,120,29.75242509,1E-10,-3.72172E-10,3.2E-16, 0.0336107056,4.20435E-13,56.7649,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2008,54480,,0.016452,110,29.75142832,1E-10,-3.72138E-10,3.6E-16, 0.0336118316,4.20425E-13,56.7629,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2008,54511,,0.023052, 60,29.75043161,1E-10,-3.72104E-10,2.2E-16, 0.0336129577,4.20415E-13,56.7616,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2008,54540,,0.008472,110,29.7494993,2E-10,-3.7207E-10,4E-16, 0.0336140111,4.20402E-13,56.7632,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,2008,54571,,0.029462, 80,29.74850277,2E-10,-3.72057E-10,5.3E-16, 0.0336151371,4.20416E-13,56.7671,,, 100,26
83.63322,22.01446,184.55755,-5.78427,15,MAY,2008,54601,,0.011257,180,29.74753851,2E-10,-3.72028E-10,5.2E-16, 0.0336162268,4.2041E-13,56.7746,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2008,54632,,0.01949, 80,29.74654212,1E-10,-3.71991E-10,3.2E-16, 0.0336173528,4.20396E-13,56.7723,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,JLY,2008,54662,,0.032325,100,29.74557797,1E-10,-3.71959E-10,4.1E-16, 0.0336184424,4.20388E-13,56.7764,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2008,54693,,0.002627,100,29.74458175,1E-10,-3.71942E-10,3.3E-16, 0.0336195684,4.20397E-13,56.7804,,, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,2008,54724,,0.013181,120,29.7435856,1E-10,-3.71897E-10,4E-16, 0.0336206943,4.20374E-13,56.7822,,, 100,
