ra,dec,lii,bii,day,month,year,mjd,mit_time,jpl_time,t_acc,nu,nu_error,nu_dot,nu_dot_error,period,period_dot,dm,dm_flag,dm_dot,delay,note_number
83.63322,22.01446,184.55755,-5.78427, 8,AUG,2019,58703,,0.016125,120,29.6163845,5E-10,-3.68553E-10,3.57E-15, 0.0337650938,4.20181E-13,56.7523,,0, 100,
83.63322,22.01446,184.55755,-5.78427,24,AUG,2019,58719,,0.021777, 60,29.61587513,1E-10,-3.68417E-10,7.9E-16, 0.0337656745,4.2004E-13,56.7499,,0, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,2019,58741,,0.024363, 75,29.61517489,1E-10,-3.68362E-10,2.6E-16, 0.0337664729,4.19997E-13,56.7479,,0.0291, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,2019,58771,,0.025871,200,29.61422016,4E-10,-3.68311E-10,6.4E-16, 0.0337675615,4.19966E-13,56.7431,,0.1911, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2019,58802,,0.017999, 80,29.61323373,2E-10,-3.68283E-10,2.8E-16, 0.0337686863,4.19962E-13,56.7498,,0.0266, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,2019,58832,,0.028068,120,29.61227917,7E-10,-3.68261E-10,3.7E-16, 0.0337697748,4.19964E-13,56.7532,,-0.1703, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2020,58863,,0.00701, 60,29.61129286,2E-10,-3.68218E-10,1.5E-16, 0.0337708997,4.19943E-13,56.7476,,-0.0547, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2020,58894,,0.005449,120,29.61030665,5E-10,-3.68196E-10,4.2E-16, 0.0337720244,4.19946E-13,56.7481,,0.1847, 100,
83.63322,22.01446,184.55755,-5.78427, 9,MAR,2020,58917,,0.025552, 50,29.609575,2E-10,-3.68175E-10,6.8E-16, 0.0337728589,4.19942E-13,56.7628,,0.3177, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,2020,58984,,0.010677, 90,29.60744394,2E-10,-3.68087E-10,4.4E-16, 0.0337752898,4.19903E-13,56.7661,,0.3177, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2020,59015,,0.025537,100,29.60645807,2E-10,-3.68064E-10,3.3E-16, 0.0337764145,4.19905E-13,56.7525,,-0.3182, 100,
83.63322,22.01446,184.55755,-5.78427,15,JLY,2020,59045,,0.027257,160,29.60550409,2E-10,-3.68032E-10,3.9E-16, 0.0337775029,4.19895E-13,56.7499,,-0.084, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2020,59076,,0.023841, 80,29.60451839,1E-10,-3.68016E-10,2.1E-16, 0.0337786275,4.19905E-13,56.7509,,-0.084, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,2020,59107,,0.022102,110,29.60353274,4E-10,-3.67981E-10,4.4E-16, 0.0337797522,4.19893E-13,56.7609,,-0.2654, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,2020,59137,,0.030301,140,29.60257897,3E-10,-3.67953E-10,4.6E-16, 0.0337808405,4.19888E-13,56.7547,,0.01511, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2020,59168,,0.005582,120,29.60159349,2E-10,-3.67917E-10,3.2E-16, 0.0337819652,4.19875E-13,56.7682,,0.22666, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,2020,59198,,0.024389,170,29.60063989,2E-10,-3.67887E-10,3.9E-16, 0.0337830535,4.19868E-13,56.7858,,-0.37161, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2021,59229,,0.012378,170,29.5996546,2E-10,-3.6786E-10,3.8E-16, 0.0337841780,4.19864E-13,56.7758,,0.05507, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2021,59260,,0.031717, 90,29.59866937,1E-10,-3.67823E-10,2.7E-16, 0.0337853026,4.1985E-13,56.7568,,-0.17025, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2021,59288,,0.010925,180,29.59777956,3E-10,-3.67791E-10,5E-16, 0.0337863183,4.19839E-13,56.7637,,-0.09292, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,2021,59319,,0.025313,130,29.5967945,2E-10,-3.67769E-10,2.8E-16, 0.0337874428,4.19841E-13,56.7629,,0.22784, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,2021,59349,,0.02628,160,29.59584129,3E-10,-3.67734E-10,5.9E-16, 0.0337885310,4.19829E-13,56.7606,,0.30135, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2021,59380,,0.015355,100,29.59485639,1E-10,-3.67701E-10,2.2E-16, 0.0337896554,4.1982E-13,56.7477,,-0.06464, 100,
83.63322,22.01446,184.55755,-5.78427,15,JLY,2021,59410,,0.028742,110,29.59390334,1E-10,-3.67686E-10,2.3E-16, 0.0337907436,4.1983E-13,56.7418,,-0.07957, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2021,59441,,0.03205,140,29.59291859,2E-10,-3.67647E-10,3.2E-16, 0.0337918680,4.19812E-13,56.7441,,0.20628, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,2021,59472,,0.015798,140,29.59193393,2E-10,-3.67623E-10,3.7E-16, 0.0337929925,4.19813E-13,56.7491,,-0.53732, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,2021,59502,,0.021138,140,29.59098109,2E-10,-3.67592E-10,3.9E-16, 0.0337940806,4.19804E-13,56.7331,,0.0607, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2021,59533,,0.011954,110,29.58999658,3E-10,-3.67558E-10,4E-16, 0.0337952050,4.19793E-13,56.7292,,0.01548, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,2021,59563,,0.030204,100,29.58904391,1E-10,-3.67528E-10,2.2E-16, 0.0337962931,4.19786E-13,56.7383,,0.1112, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2022,59594,,0.031455, 70,29.58805958,1E-10,-3.67486E-10,1.5E-16, 0.0337974174,4.19766E-13,56.7453,,0.12894, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2022,59625,,0.00964,100,29.58707532,3E-10,-3.6747E-10,3.6E-16, 0.0337985417,4.19776E-13,56.7395,,-0.05804, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2022,59653,,0.032128,230,29.58618638,4E-10,-3.67434E-10,6.1E-16, 0.0337995572,4.19761E-13,56.7728,,1.28904, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,2022,59684,,0.009283,200,29.58520228,4E-10,-3.67411E-10,7.3E-16, 0.0338006815,4.19761E-13,56.7472,,-0.34124, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,2022,59714,,0.004521, 70,29.58425001,1E-10,-3.67373E-10,2.2E-16, 0.0338017695,4.19746E-13,56.7263,,0.0336, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2022,59745,,0.020359, 90,29.58326608,2E-10,-3.67344E-10,2.8E-16, 0.0338028937,4.1974E-13,56.7296,,0.02404, 100,
83.63322,22.01446,184.55755,-5.78427,15,JLY,2022,59775,,0.030062,120,29.58231395,2E-10,-3.67322E-10,2.9E-16, 0.0338039817,4.19743E-13,56.7301,,-0.03211, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2022,59806,,0.024283, 60,29.58133017,1E-10,-3.67279E-10,2E-16, 0.0338051059,4.19721E-13,56.7278,,-0.05625, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,2022,59837,,0.012912,110,29.58034647,2E-10,-3.67249E-10,4.7E-16, 0.0338062301,4.19715E-13,56.727,,0.00129, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,2022,59867,,0.033653, 50,29.57939458,1E-10,-3.67226E-10,1.4E-16, 0.0338073180,4.19716E-13,56.7296,,0.02763, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2022,59898,,0.024832, 80,29.57841104,2E-10,-3.67199E-10,1.9E-16, 0.0338084422,4.19712E-13,56.7336,,0.16572, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,2022,59928,,0.027096, 90,29.5774593,2E-10,-3.67163E-10,2.6E-16, 0.0338095301,4.19698E-13,56.7337,,-0.11979, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2023,59959,,0.02559,100,29.57647593,2E-10,-3.67135E-10,2.5E-16, 0.0338106542,4.19694E-13,56.7275,,0.10968, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2023,59990,,0.015135, 90,29.57549266,2E-10,-3.6709E-10,2.5E-16, 0.0338117783,4.19671E-13,56.7264,,-0.22126, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2023,60018,,0.026702, 50,29.57460462,1E-10,-3.67076E-10,1.6E-16, 0.0338127935,4.1968E-13,56.7186,,0.01007, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,2023,60049,,0.013875, 80,29.5736215,2E-10,-3.67033E-10,2.3E-16, 0.0338139176,4.19659E-13,56.7233,,0.07172, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,2023,60079,,0.014193,210,29.57267016,4E-10,-3.67017E-10,5.8E-16, 0.0338150054,4.19668E-13,56.7277,,-0.19355, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2023,60110,,0.001312,100,29.57168723,1E-10,-3.66963E-10,1.7E-16, 0.0338161293,4.19634E-13,56.7315,,0.18047, 100,
83.63322,22.01446,184.55755,-5.78427,15,JLY,2023,60140,,0.015303,100,29.57073607,1E-10,-3.66946E-10,4.1E-16, 0.0338172170,4.19641E-13,56.7385,,0.18047, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2023,60171,,0.005015,110,29.56975326,2E-10,-3.66922E-10,5E-16, 0.0338183410,4.19641E-13,56.7433,,-0.01497, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,2023,60202,,0.003195, 40,29.56877054,1E-10,-3.66891E-10,2.2E-16, 0.0338194650,4.19633E-13,56.7407,,-0.01497, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,2023,60232,,0.011073,120,29.56781958,3E-10,-3.66857E-10,3.6E-16, 0.0338205527,4.19622E-13,56.7415,,-0.02581, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2023,60263,,0.007632,140,29.56683702,8E-10,-3.66824E-10,5E-16, 0.0338216766,4.19612E-13,56.7312,,-0.46072, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,2023,60293,,0.029319, 70,29.56588626,1E-10,-3.66801E-10,1.6E-16, 0.0338227642,4.19612E-13,56.7267,,0.01398, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2024,60324,,0.02502, 80,29.56490389,1E-10,-3.66755E-10,2.1E-16, 0.0338238881,4.19588E-13,56.7388,,0.19337, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2024,60355,,0.022416,180,29.5639216,3E-10,-3.66728E-10,4.9E-16, 0.0338250119,4.19585E-13,56.7584,,0.263, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2024,60384,,0.02839,110,29.56300275,1E-10,-3.66709E-10,2.4E-16, 0.0338260632,4.19589E-13,56.7518,,-0.6363, 100,
83.63322,22.01446,184.55755,-5.78427,15,APR,2024,60415,,0.019031,100,29.56202062,2E-10,-3.66668E-10,2.9E-16, 0.0338271870,4.19571E-13,56.727,,0.02681, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAY,2024,60445,,0.026939,100,29.56107026,1E-10,-3.66643E-10,1.7E-16, 0.0338282745,4.19568E-13,56.7278,,-0.03202, 100,
83.63322,22.01446,184.55755,-5.78427,15,JUN,2024,60476,,0.010615, 80,29.56008827,1E-10,-3.66618E-10,1.4E-16, 0.0338293983,4.19568E-13,56.7252,,-0.04665, 100,
83.63322,22.01446,184.55755,-5.78427,15,JLY,2024,60506,,0.001278,160,29.55913804,2E-10,-3.6658E-10,3.3E-16, 0.0338304858,4.19551E-13,56.7241,,0.00801, 100,
83.63322,22.01446,184.55755,-5.78427,15,AUG,2024,60537,,0.018512, 60,29.55815625,1E-10,-3.66544E-10,1.4E-16, 0.0338316095,4.19538E-13,56.731,,0.19531, 100,
83.63322,22.01446,184.55755,-5.78427,15,SEP,2024,60568,,0.020212,100,29.55717451,1E-10,-3.6653E-10,2.2E-16, 0.0338327332,4.1955E-13,56.7346,,-0.12195, 100,
83.63322,22.01446,184.55755,-5.78427,15,OCT,2024,60598,,0.016364, 90,29.55622452,1E-10,-3.6649E-10,1.8E-16, 0.0338338207,4.19531E-13,56.7234,,-0.16167, 100,
83.63322,22.01446,184.55755,-5.78427,15,NOV,2024,60629,,0.009517, 55,29.55524293,1E-10,-3.66471E-10,1.4E-16, 0.0338349444,4.19538E-13,56.7128,,-0.0576, 100,
83.63322,22.01446,184.55755,-5.78427,15,DEC,2024,60659,,0.020752,110,29.5542931,2E-10,-3.6642E-10,3.7E-16, 0.0338360318,4.19506E-13,56.7091,,-0.0383, 100,
83.63322,22.01446,184.55755,-5.78427,15,JAN,2025,60690,,0.009025,120,29.5533117,2E-10,-3.66404E-10,3.4E-16, 0.0338371554,4.19516E-13,56.7084,,0.11835, 100,
83.63322,22.01446,184.55755,-5.78427,15,FEB,2025,60721,,0.014454,110,29.55233037,8E-10,-3.66373E-10,4.3E-16, 0.0338382790,4.19508E-13,56.7213,,0.14991, 100,
83.63322,22.01446,184.55755,-5.78427,15,MAR,2025,60749,,0.028769, 90,29.5514441,2E-10,-3.66334E-10,2.6E-16, 0.0338392938,4.19489E-13,56.7071,,-0.10213, 100,
