Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50
0.580414085,0.487254331,0.342181771,0.471611022,0.593613093,0.404968141,0.281584888,0.242845265,0.363047157,0.384138441,0.200272051,0.475480669,0.53672409,0.5418184,0.622222175,0.374942064,0.629687186,0.384373897,0.094768751,0.134752428,0.058146556,0.282171881,0.635019653,0.586785117,0.459905033,0.382727115,0.246360459,0.40071828,0.33480413,0.286834997,0.359867645,0.426043893,0.404475642,0.598469056,0.465058292,0.354370346,0.532571975,0.427446431,0.442190534,0.645206408,0.228270487,0.133883479,0,0.177325262,0.339552078,0.241403178,0.363519258,0.535618776,0.555244486,0.23799336
0.295107616,0.146562522,0.435265639,0.633485472,0.382282127,0.235547579,0.201491321,0.227639964,0.545592783,0.186443459,0.379757429,0.453496631,0.082396137,0,0.469485881,0.250683625,0.031842593,0.157511626,0.25621907,0.362531891,0.26873037,0.234849347,0.402050495,0.475805888,0.2277886,0.239315877,0.599867038,0.599807146,0.451894265,0.550444264,0.466912966,0.567946094,0.123101856,0.184132236,0.347570822,0.210972914,0.424558449,0.233330691,0.421223072,0.313574023,0.204885606,0.298607768,0.552867929,0.234986327,0.366869273,0.312450454,0.300394777,0.353554143,0.433451965,0.371452249
0.315007614,0.471186401,0.444938689,0.524467434,0.539073216,0.326063613,0.031874522,0.317220311,0.418125933,0.22567602,0.218022081,0.566604956,0.442490047,0.384107252,0.194407591,0.04479734,0.198714983,0.168182941,0.150358803,0.41103528,0.302796146,0.162239954,0.445494676,0.526667371,0.622956255,0.455551855,0.475817303,0.145642634,0.299558553,0.049262749,0.340399553,0.703311257,0.200074768,0.455266492,0.504048383,0.466160856,0.586864602,0.283326637,0.044486946,0.037886144,0.274840546,0.483626977,0.317743533,0.176482307,0.093175295,0.195778775,0.342274538,0.290083657,0,0.318107441
0.58213399,0.481513391,0.501967025,0.632894747,0.29944566,0.252247722,0.51603568,0.486314675,0.345126543,0,0.435418364,0.544806935,0.384803416,0.396263989,0.456955096,0.432447514,0.291725319,0.148831198,0.014605456,0.229948883,0.553188307,0.302472882,0.200071782,0.371766223,0.164991028,0.080985602,0.057835898,0.056194337,0.369804829,0.310601647,0.214633779,0.329396894,0.355994972,0.225314456,0.293420329,0.457359402,0.330269187,0.343918598,0.311590591,0.432464739,0.201254845,0.158801734,0.575870721,0.557757185,0.124288216,0.436931474,0.775625283,0.459496587,0.253754198,0.303580904
0.544671259,0.345543706,0.439377464,0.395549409,0.339511197,0.330998987,0.473391548,0.643664174,0.433200012,0.425039556,0.593335102,0.576616738,0.172838967,0.17925383,0.477813686,0.425953681,0,0.271179422,0.704403229,0.567901098,0.671676194,0.739688864,0.501028894,0.554561917,0.458656914,0.462044966,0.709418365,0.442059643,0.272370336,0.468099793,0.639690612,0.315080783,0.504245866,0.577362481,0.5250153,0.69876223,0.338290114,0.511704626,0.508961234,0.567122221,0.544647708,0.354714759,0.530431262,0.735376703,0.62749806,0.707424236,0.844420295,0.547799174,0.425949254,0.53298173
0.543331499,0.441525291,0.490584881,0.291721747,0.476115547,0.523957367,0.311926677,0.402649186,0.446514146,0.351550132,0.538589753,0.800881121,0.434834228,0.680122564,0.439001395,0.55768005,0.449932899,0.587676045,0.574067532,0.339398584,0.085149637,0.159726193,0.278111168,0.312708222,0.400254097,0.430953316,0.292797563,0.273866639,0.561102971,0.574111059,0.569677943,0.477642133,0.502305787,0.592038401,0.814155735,0.858245382,0.497422093,0.373749171,0.239779307,0,0.282118179,0.497187531,0.512584856,0.571891208,0.59402891,0.477203546,0.326605353,0.430844836,0.537998219,0.33753552
0.547701701,0.751681967,0.491747753,0.164372318,0.292245976,0.167881957,0.287804259,0.229675521,0.382361167,0.438614384,0.246767779,0.277524616,0.482312814,0.433199681,0.494607827,0.278105466,0.359460855,0.496821047,0.507827237,0.494960915,0.224014798,0.519559144,0.519372678,0.101034215,0.063745551,0.016980019,0.233229085,0.274835208,0.358768188,0.58057587,0.286466279,0.168708579,0.15772679,0.467802981,0.662242324,0.3258724,0.378577162,0.432090955,0.118975958,0.154372039,0,0.366365958,0.436713806,0.249012193,0.152323498,0.050324165,0.05843286,0.384462767,0.359952905,0.129184776
0.206367357,0.037756881,0.272237843,0.227455503,0.141908275,0.249031408,0.309672201,0.108567043,0.222958961,0.313370087,0.1740096,0.210261284,0.362354768,0.405101812,0.398959872,0.42780518,0.462100923,0.357371877,0.352485466,0.329852806,0.218730398,0.240118722,0.413119212,0.240248235,0.445751517,0.388264339,0.370131794,0.187585789,0.255167317,0.140092116,0.259629776,0.162609653,0.14172226,0.382888994,0.419920345,0.349099029,0.303028466,0.040225266,0.29601143,0.140036635,0.145879561,0.145402363,0.476341407,0.458233382,0.096225215,0,0.35925476,0.235013398,0.485924968,0.484454801
0.783010304,0.710055167,0.586456921,0.559674795,0.604919042,0.290534503,0.272283831,0.383946068,0.205682098,0.692799368,0.873540491,0.662107506,0.7826441,0.578085038,0.512423605,0.549279142,0.430467373,0.777366745,0.873208788,0.700559411,0.313460713,0,0.561012948,0.618234553,0.409361512,0.251027462,0.424110524,0.662554387,0.478930404,0.536118622,0.764064588,0.717595338,0.837753514,0.717701753,0.338880478,0.521708076,0.567120252,0.464589229,0.417730481,0.49716832,0.537182022,0.226690906,0.393645965,0.427673887,0.558813112,0.636812884,0.540729774,0.71422223,0.650607535,0.806178719
0.407756924,0.438748385,0.346528424,0.41523919,0.402849005,0.099214682,0.302272648,0.492284585,0.483238059,0.416202842,0.682898205,0.488929971,0.345469207,0.360688438,0.275268748,0.152864397,0.175810368,0,0.329407691,0.540408363,0.519977382,0.589958288,0.50569006,0.589757154,0.614821695,0.553606706,0.781117243,0.417066609,0.257474861,0.115984194,0.426105116,0.530240254,0.717271309,0.429021658,0.360927074,0.338021657,0.495090724,0.219265669,0.306208458,0.455907124,0.272086034,0.561615644,0.441452046,0.283299661,0.4918186,0.5318818,0.560828315,0.6035804,0.649279709,0.485858296
0.462377881,0.479068018,0.196111727,0.461993658,0.49130818,0.22858503,0.237678395,0.342288109,0.524354551,0.506123677,0.32751571,0.37885052,0.4383763,0.671224755,0.739761744,0.545801376,0.253251257,0.465309765,0.484726122,0.379103195,0.355778521,0.209056849,0.25700405,0.472013891,0.338845986,0.182601218,0.152172194,0.279480904,0.443583579,0.642429136,0.318131536,0.488621297,0.497208477,0.54720916,0.077407737,0.332018331,0.512204674,0.310814152,0.395606217,0.65737032,0.401484484,0.525675748,0.164490278,0,0.041219544,0.520017884,0.498381219,0.294427899,0.401791995,0.460199718
0.293705409,0.726561803,0.715432798,0.603457699,0.700036081,0.889083834,0.386616005,0.491559324,0.817953552,0.794735308,0.488674603,0.212855484,0.330291058,0.285448488,0.316475132,0.361769475,0.203506703,0.539365753,0.589601887,0.540669686,0.514040502,0.453932347,0.417993883,0.383184679,0.602665607,0.462985768,0.679836085,0.474229664,0.548421984,0.472235138,0.463520581,0.578758894,0.204755531,0,0.203803758,0.443910933,0.521505761,0.660648478,0.630629691,0.624788451,0.590816636,0.659143964,0.507449619,0.377061568,0.534245257,0.652814743,0.649042661,0.876855844,0.952691255,0.591858094
0.503321195,0.655631127,0.7488799,0.388058256,0.370521723,0.683424149,0.737958039,0.299174364,0.308744519,0.530918224,0.49322494,0.44000622,0.21306916,0.355737573,0.469311402,0.675360052,0.555397639,0.792008182,0.709030533,0.592696939,0,0.238785773,0.422695978,0.462510841,0.403657528,0.051874214,0.393203528,0.516170121,0.591252479,0.472918599,0.63644621,0.463606963,0.620841576,0.673211374,0.698603167,0.719008576,0.535256435,0.415676781,0.438542486,0.455634494,0.211461306,0.365121218,0.561472055,0.489333542,0.173966049,0.406858015,0.417295972,0.418801142,0.260017316,0.323983869
0.412200562,0.340794272,0.63481591,0.640051194,0.47162761,0.496792414,0.382886304,0.282974654,0.259735826,0.406005615,0.338195249,0.438277179,0.451815099,0.318207224,0.15735419,0.12548961,0.329279115,0.125509581,0.164147575,0.02735136,0.273405287,0.523120182,0.323453027,0.261111632,0.575297074,0.591728725,0.714307689,0.553363846,0.411831802,0.774080196,0.585185484,0.518658111,0.582688892,0.477699723,0.360301334,0.440213861,0.408619511,0.35878005,0.327973516,0.250707291,0.056388686,0,0.314018848,0.499485259,0.475385786,0.258429478,0.29625896,0.433918274,0.534268527,0.347247849
0.315222671,0.616900182,0.600216529,0.586447975,0.522473142,0.496349303,0.444611386,0.35531508,0.578627066,0.586762331,0.459760604,0.214681015,0.38661189,0.465110537,0.261483519,0.416941383,0.344170143,0.3445807,0.188897404,0.232724502,0.332662408,0.388326151,0.522267354,0.292580081,0.06396319,0.164063553,0.188676591,0.378707502,0.527783502,0.597028574,0.499199746,0.166999887,0.219671804,0.299840749,0.158223707,0.468398343,0.620412322,0.293030536,0.15399083,0.490959433,0.358356906,0,0.135804616,0.306130509,0.277043161,0.252506842,0.294689533,0.15960279,0.269382988,0.362826923
0.449975192,0.730977497,0.609014283,0.246298072,0.407914216,0.582711331,0.859677651,0.648978032,0.423440146,0.57627937,0.472247211,0.324594868,0.240101719,0.291200318,0.071219616,0.204401495,0.066481779,0.244365326,0.504077612,0.434330052,0.189334227,0.251191246,0.573441515,0.445979606,0.541014265,0.330169068,0.425555593,0.623679934,0.29619454,0.384500411,0.604632386,0.795308816,0.461760976,0.560081404,0.466727913,0.440863525,0.473580484,0.26731527,0.086017408,0,0.399547876,0.362060783,0.28240983,0.295608109,0.34919067,0.454529295,0.273304594,0.227348075,0.207743799,0.324252699
