ra,dec,day,month,year,mjd,nu,nu_error,period,period_dot
83.63322,22.01446,15,AUG,2023,60171,29.56975326,2E-10, 0.0338183410,4.19641E-13
83.63322,22.01446,15,SEP,2023,60202,29.56877054,1E-10, 0.0338194650,4.19633E-13
83.63322,22.01446,15,OCT,2023,60232,29.56781958,3E-10, 0.0338205527,4.19622E-13
83.63322,22.01446,15,NOV,2023,60263,29.56683702,8E-10, 0.0338216766,4.19612E-13
83.63322,22.01446,15,DEC,2023,60293,29.56588626,1E-10, 0.0338227642,4.19612E-13
83.63322,22.01446,15,JAN,2024,60324,29.56490389,1E-10, 0.0338238881,4.19588E-13
83.63322,22.01446,15,FEB,2024,60355,29.5639216,3E-10, 0.0338250119,4.19585E-13
83.63322,22.01446,15,MAR,2024,60384,29.56300275,1E-10, 0.0338260632,4.19589E-13
83.63322,22.01446,15,APR,2024,60415,29.56202062,2E-10, 0.0338271870,4.19571E-13
83.63322,22.01446,15,MAY,2024,60445,29.56107026,1E-10, 0.0338282745,4.19568E-13
83.63322,22.01446,15,JUN,2024,60476,29.56008827,1E-10, 0.0338293983,4.19568E-13
83.63322,22.01446,15,JLY,2024,60506,29.55913804,2E-10, 0.0338304858,4.19551E-13
83.63322,22.01446,15,AUG,2024,60537,29.55815625,1E-10, 0.0338316095,4.19538E-13
83.63322,22.01446,15,SEP,2024,60568,29.55717451,1E-10, 0.0338327332,4.1955E-13
83.63322,22.01446,15,OCT,2024,60598,29.55622452,1E-10, 0.0338338207,4.19531E-13
83.63322,22.01446,15,NOV,2024,60629,29.55524293,1E-10, 0.0338349444,4.19538E-13
83.63322,22.01446,15,DEC,2024,60659,29.5542931,2E-10, 0.0338360318,4.19506E-13
83.63322,22.01446,15,JAN,2025,60690,29.5533117,2E-10, 0.0338371554,4.19516E-13
83.63322,22.01446,15,FEB,2025,60721,29.55233037,8E-10, 0.0338382790,4.19508E-13
83.63322,22.01446,15,MAR,2025,60749,29.5514441,2E-10, 0.0338392938,4.19489E-13
