0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.42099791163308087,0.2897330141667077,0.2550888269456198,0.567438542595397,0.5970803845738337,0.26832958921652034,0.5243737523499149,0.3632309738891275,0.5092906069416885,0.37399098129549974,0.38716169549198026,0.4333462337686333,0.26764940692536654,0.31047692606441707,0.13426392832765877,0.07627512829863252,0.07193669558371558,0.04993175571587088,0.08861884928262784,0.20635977831590213,0.19480270954959522,0.17364699271604872,0.008938502852169676,0.2773281626677466,0.18409326379244662,0.16385783213357455,0.23859741946879803,0.27326648224508543,0.3819547076681488,0.39668622626239475,0.2511132681884144,0.42236603801206324,0.7123077475527487,0.41540408483424496,0.4092669331239718,0.2893686605327119,0.10218635044047067,0,0.08923636464513944,0.7875998644857095,0.39280820611651085,0.5180536869954445,0.4289666774244471,0.18120965345402318,0.22930108889929335,0.4172429488342426,0.396624345745768,0.33766026614133476,0.44263275082073833,0.34917818954476365
0.2794835523845421,0.2984951581061017,0.4297185953585112,0.5166411739858724,0.18750372919570316,0.40860156741838255,0.5914793560324759,0.5859974813602941,0.5861321531886909,0.3291320149502942,0.46429889126187973,0.3032166243226527,0.3734163369990261,0.32778299646752795,0.41011737111440605,0.18950861682361028,0.5321510917775077,0.573792593141788,0.4955196186946414,0.3869422846597565,0.35777839802171446,0.2980881364796032,0.35114437279322736,0.4686673641031198,0.43188743993750645,0.38197823834561306,0.29931976438399877,0.4849365279800513,0.5778019561688436,0.49136470685598144,0.527431916742271,0.6149234999924749,0.2600534258140626,0.22298151337363853,0,0.08691896473563014,0.40679516159684775,0.20580653613063785,0.1796308948018636,0.3843897438486588,0.5488048878476175,0.3109505804842939,0.4300940847974747,0.40847935847162936,0.2784274742981585,0.38358958769360146,0.4160701863960609,0.4493424666104763,0.40884640943835393,0.4699406842348524
0.35811572917342294,0.3217351579585818,0.15653057620887453,0.07154696582579703,0.28903696360493464,0.39796271380200465,0.748068257590153,0.27079137470614323,0.11480208385761981,0.3354756748916892,0.32003152090771014,0.46706487669803903,0.5747783132304201,0.5618572990017291,0.1837110752883431,0.42651514735627827,0.49754975015336467,0.31936288048317835,0.4047906977268869,0.23843782550204753,0,0.4184902488490037,0.5408605502026328,0.2681344628850269,0.44884742954538454,0.4934775507851511,0.23016552720953237,0.5682154176667177,0.6320088466757872,0.3526272069912121,0.41559535363813166,0.5136406314360266,0.5250433557780418,0.45083607558807476,0.32919925043356346,0.3956999922932859,0.6208209311706591,0.6730388527589809,0.6701662937992953,0.4997132959664667,0.48426273810602105,0.5243663558346136,0.3699605732841429,0.3454689253587029,0.4320920577774913,0.4791447436435775,0.5304943914456034,0.160649633049568,0.4055821825739913,0.36914339864614815
0.48302358332286355,0.36161221967616813,0.7050754795815711,0.6813044561802599,0.46738509026284747,0.35052686925818255,0.2874572935927534,0.2919882843286271,0.23388120229721684,0.4800152237269045,0.4727628417526462,0.5115966750238605,0.4740820022849245,0.320713365504354,0.1455944361707486,0.40813529290840295,0.42696044721838006,0.23387856703507817,0.47436553170201023,0.6989346700872431,0.6812805413692496,0.6345681543432313,0.3106847721908814,0.38551025058862365,0.5507957940030971,0.6502318515067014,0.4658141491286202,0.38844769848940147,0.6705336679991866,0.4225028713221779,0.06794057818561101,0.2895934189944889,0.35815766789180975,0.29108458019003963,0.28344476095714505,0.42953295726465124,0.5512026361204441,0.3772847079954035,0,0.21553708577026945,0.09052228653463594,0.12716332579516437,0.3545851167646102,0.11140543881356392,0.09154542192217166,0.263750222971233,0.5822679680964965,0.4180215169884077,0.5612526073018711,0.46435810286369794
0.5432726778559223,0.41777350765082694,0.325706015655247,0.22640181010680652,0.17557546111265074,0.18766401313386155,0.2599058401501573,0.40877945119680353,0.3727515570122258,0.37964683491647067,0.47639527619469296,0.637213081885632,0.39118756722389136,0.3414733234633587,0.38264563821498626,0,0.24575234902405643,0.45056170842617715,0.043476787291026005,0.2653860829026664,0.4420030327933211,0.2966713546190531,0.33069302505990034,0.3216550571300372,0.3059066626353761,0.3645290052813963,0.5780166019332953,0.7215648952933373,0.5211835122409197,0.7653942714413756,0.6764823285452116,0.6510230658070892,0.7573231582690009,0.4783168252794305,0.36397542703036523,0.44304467280320503,0.5314096197557059,0.46933660183283554,0.22277057218215035,0.42758457678138184,0.49526405880000823,0.4864049491208695,0.48754327247171675,0.3562132273235066,0.42942797471792143,0.635016852875611,0.4275820887187987,0.2908713547262308,0.389338767691067,0.33636535903951303
0.41720676510049004,0.41680579907099063,0.2027363228482162,0.16492586591336297,0.3096206920894909,0.13989425650639403,0.35319174365388284,0.3370001022560949,0.29668657410226873,0.5468283056280709,0.6508575340505328,0.5274071760215585,0.11898031283544906,0.37201562231140634,0.5105161121360726,0.42795843140843215,0.14307789682120742,0.23625642992711365,0.2318033034833958,0.25076001242649393,0.17455476427185215,0.07423917925926932,0.23702962215532816,0.21749601173785912,0.31537709788542706,0.36941959690619297,0.3654101389834651,0.46881337164483144,0.5790380895607183,0.5927376606622284,0.5423351882887122,0.7020998561447497,0.5110961196258684,0.09813455507947348,0.056877936817133316,0.38732515852962945,0.4496520489594606,0.19222432884159385,0.3261924290064841,0.3794535620284399,0.0974029917533947,0.12377027304855324,0.3182215437395758,0.3988441297596673,0.4697023308174361,0.3807451184697658,0.11506375378537652,0.13538616862462793,0,0.09035058167978266
0.11643070994161797,0.7881525948073644,0.6593635669086096,0.32961367804215486,0.28140691200524126,0.4586655593346135,0.5313788114065219,0.13753090375822535,0.22945826671331032,0.5765993485544947,0.45874104728292114,0.37158215476310846,0.10838322688229181,0.3092090854081233,0.32596599789496494,0.3446809390042024,0.19211763924932163,0.5537275855962924,0.28739046026304543,0.15123396930455663,0.37596394933406296,0.35800659486572967,0.40455265506445165,0.5615914836788718,0.41651787351252484,0.19817886813667743,0.23762468431514366,0.49998313779689385,0.5497958241296211,0.26504616324286184,0.40047312608751773,0.4676496009281945,0.2389224377302358,0.19135570735377086,0.47022905921104863,0.6306005191857438,0.4594749626349531,0.10254985625267848,0.09724485063925244,0.1746583081694614,0.04666580914498754,0,0.36808788883512455,0.3736378784206343,0.2457170203387157,0.34048302875985,0.5552631008866029,0.6708375453905246,0.4191589090431686,0.2141077247711211
0.40426072764420934,0.3581358022254471,0.3481492107867617,0.3498166983353371,0.38813049656727905,0.677254251018909,0.755169798874638,0.3151430123936862,0.27201362960029785,0.3461445020626469,0.27197504077411405,0.2479233239255817,0.408904506791721,0.2558168525405897,0.12457547428844505,0.1285278819512136,0.26637054035784835,0.2149203775113241,0.08364670529323595,0.4669289228866994,0.6117388487174295,0.6167043330336417,0.7836609175235567,0.676332160107141,0.33862528234144296,0.29804781867959934,0.17335133870260488,0.3968471561846302,0.6046379624966765,0.37919204678553664,0.5024105197587053,0.4039832505005144,0.5114544876473001,0.6583345996731946,0.3572350390683835,0.41255333373718356,0.4620849941292194,0.4218451591902666,0.2857464590431368,0.16216272137637364,0.06146870842279387,0,0.2914510345784062,0.36839420143746177,0.4106365678178074,0.3445529697106186,0.2655774941548005,0.25902915615095334,0.08482672944568764,0.41053062257078266
0.5873356015596144,0.49553697436577065,0.7114369020818142,0.6918920077353656,0.5634239011026875,0.6132836313156591,0.5095186461974954,0.40063729883647603,0.023931341436144664,0.05006236043114189,0.20043954844065817,0.36184402739267824,0.3868052812999475,0.4255048215451441,0.29259759880970215,0.4154990157368071,0.5550898054737962,0.4172354126878993,0.14479006979496725,0.16819745876007292,0.15467584780578647,0.25514009680725375,0.193398350579011,0,0.3789740705504195,0.2582545793725357,0.23961222352319972,0.46827198287643057,0.4934329608960334,0.2654245641476582,0.5729274961905557,0.9136845352483569,0.8947634356269564,0.6704577153113541,0.5164415182038141,0.46657735287645796,0.29730433486099306,0.42089234580366763,0.5579690588995843,0.41317958888613204,0.4098311582050894,0.47257976294862425,0.500003673223931,0.7458082147742893,0.534344742285744,0.5022767964053949,0.6974359723139811,0.6050241816135089,0.3473452269380395,0.43739783684615796
0.5044111160930553,0.6465775050109066,0.18567773570774715,0.4062323471101458,0.4711960076743652,0.38700763809659366,0.2452044263967155,0.46537053386530697,0.5884239582107678,0.33786327911623965,0.34219043775819247,0.6902038453211509,0.4555615453111966,0.6122962059483662,0.5013292763499964,0.32379393883421936,0.04330397703645992,0.33864242853503596,0.5990607094838903,0.5735093255431317,0.12270576596800573,0.12685834697539408,0.4308401780390281,0.1323093358204223,0.3466597722846971,0.483331000523955,0.3937206463769399,0.23296764329683076,0.3931760896079964,0.33424673860662735,0.1769194909916703,0.4694311256316567,0.5896213447333003,0.5836947476489258,0.4775409192687952,0.5439572304742011,0.6140616615468825,0.6605873761397001,0.37465743298208515,0.4229722391835013,0.613251089892912,0.6163097347347957,0.6389564973053581,0.4060412786102053,0.29746668044946006,0.2946084419894899,0.6680612802359471,0.35151576629161035,0,0.2054455180582489
